method,time_h,time_days,cumulative_injection_m3
Flood MAR,31.000000000000,1.291666666667,1313.171924787
Flood MAR,31.004722222222,1.291863425926,1313.350983158
Flood MAR,31.050000000000,1.293750000000,1315.067815168
Flood MAR,31.100000000000,1.295833333333,1316.963655968
Flood MAR,31.150000000000,1.297916666667,1318.859447112
Flood MAR,31.200000000000,1.300000000000,1320.755188602
Flood MAR,31.250000000000,1.302083333333,1322.650880437
Flood MAR,31.300000000000,1.304166666667,1324.546522617
Flood MAR,31.350000000000,1.306250000000,1326.442115143
Flood MAR,31.400000000000,1.308333333333,1328.337658013
Flood MAR,31.450000000000,1.310416666667,1330.233151229
Flood MAR,31.500000000000,1.312500000000,1332.128594791
Flood MAR,31.550000000000,1.314583333333,1334.023988697
Flood MAR,31.600000000000,1.316666666667,1335.919332949
Flood MAR,31.650000000000,1.318750000000,1337.814627546
Flood MAR,31.700000000000,1.320833333333,1339.709872488
Flood MAR,31.750000000000,1.322916666667,1341.605067775
Flood MAR,31.800000000000,1.325000000000,1343.500213408
Flood MAR,31.850000000000,1.327083333333,1345.395309385
Flood MAR,31.900000000000,1.329166666667,1347.290355709
Flood MAR,31.950000000000,1.331250000000,1349.185352377
Flood MAR,32.000000000000,1.333333333333,1351.080299390
Flood MAR,32.004722222222,1.333530092593,1351.259264042
Flood MAR,32.050000000000,1.335416666667,1352.975206645
Flood MAR,32.100000000000,1.337500000000,1354.870088273
Flood MAR,32.150000000000,1.339583333333,1356.764944381
Flood MAR,32.200000000000,1.341666666667,1358.659774970
Flood MAR,32.250000000000,1.343750000000,1360.554580039
Flood MAR,32.300000000000,1.345833333333,1362.449359589
Flood MAR,32.350000000000,1.347916666667,1364.344113619
Flood MAR,32.400000000000,1.350000000000,1366.238842131
Flood MAR,32.450000000000,1.352083333333,1368.133545122
Flood MAR,32.500000000000,1.354166666667,1370.028222595
Flood MAR,32.550000000000,1.356250000000,1371.922874548
Flood MAR,32.600000000000,1.358333333333,1373.817500981
Flood MAR,32.650000000000,1.360416666667,1375.712101895
Flood MAR,32.700000000000,1.362500000000,1377.606677290
Flood MAR,32.750000000000,1.364583333333,1379.501227165
Flood MAR,32.800000000000,1.366666666667,1381.395751521
Flood MAR,32.850000000000,1.368750000000,1383.290250357
Flood MAR,32.900000000000,1.370833333333,1385.184723674
Flood MAR,32.950000000000,1.372916666667,1387.079171472
Flood MAR,33.000000000000,1.375000000000,1388.973593750
Flood MAR,33.004722222222,1.375196759259,1389.152510091
Flood MAR,33.050000000000,1.377083333333,1390.867982045
Flood MAR,33.100000000000,1.379166666667,1392.762324270
Flood MAR,33.150000000000,1.381250000000,1394.656620333
Flood MAR,33.200000000000,1.383333333333,1396.550870233
Flood MAR,33.250000000000,1.385416666667,1398.445073971
Flood MAR,33.300000000000,1.387500000000,1400.339231547
Flood MAR,33.350000000000,1.389583333333,1402.233342961
Flood MAR,33.400000000000,1.391666666667,1404.127408213
Flood MAR,33.450000000000,1.393750000000,1406.021427302
Flood MAR,33.500000000000,1.395833333333,1407.915400229
Flood MAR,33.550000000000,1.397916666667,1409.809326994
Flood MAR,33.600000000000,1.400000000000,1411.703207597
Flood MAR,33.650000000000,1.402083333333,1413.597042038
Flood MAR,33.700000000000,1.404166666667,1415.490830316
Flood MAR,33.750000000000,1.406250000000,1417.384572432
Flood MAR,33.800000000000,1.408333333333,1419.278268386
Flood MAR,33.850000000000,1.410416666667,1421.171918178
Flood MAR,33.900000000000,1.412500000000,1423.065521807
Flood MAR,33.950000000000,1.414583333333,1424.959079275
Flood MAR,34.000000000000,1.416666666667,1426.852590580
Flood MAR,34.004722222222,1.416863425926,1427.031419817
Flood MAR,34.050000000000,1.418750000000,1428.746050927
Flood MAR,34.100000000000,1.420833333333,1430.639453467
Flood MAR,34.150000000000,1.422916666667,1432.532798148
Flood MAR,34.200000000000,1.425000000000,1434.426084971
Flood MAR,34.250000000000,1.427083333333,1436.319313934
Flood MAR,34.300000000000,1.429166666667,1438.212485038
Flood MAR,34.350000000000,1.431250000000,1440.105598284
Flood MAR,34.400000000000,1.433333333333,1441.998653670
Flood MAR,34.450000000000,1.435416666667,1443.891651197
Flood MAR,34.500000000000,1.437500000000,1445.784590866
Flood MAR,34.550000000000,1.439583333333,1447.677472675
Flood MAR,34.600000000000,1.441666666667,1449.570296626
Flood MAR,34.650000000000,1.443750000000,1451.463062717
Flood MAR,34.700000000000,1.445833333333,1453.355770949
Flood MAR,34.750000000000,1.447916666667,1455.248421323
Flood MAR,34.800000000000,1.450000000000,1457.141013837
Flood MAR,34.850000000000,1.452083333333,1459.033548493
Flood MAR,34.900000000000,1.454166666667,1460.926025289
