elevation_m,O2_0h_g_cm3,O2_241.22028h_g_cm3,O2_481.21944h_g_cm3,O2_721.21944h_g_cm3,O2_961.21944h_g_cm3,O2_1201.2194h_g_cm3,O2_1441.2194h_g_cm3,O2_1681.2194h_g_cm3,O2_1921.2194h_g_cm3,O2_2161.2194h_g_cm3,O2_2401.2194h_g_cm3,O2_2641.2194h_g_cm3,O2_2881.2222h_g_cm3,O2_3121.2222h_g_cm3,O2_3361.2222h_g_cm3,O2_3601.2222h_g_cm3,O2_3841.2222h_g_cm3,O2_4081.2222h_g_cm3,O2_4321.2222h_g_cm3,O2_4561.2222h_g_cm3,O2_4801.2222h_g_cm3,O2_5041.2222h_g_cm3,O2_5281.2222h_g_cm3,O2_5521.2222h_g_cm3,O2_5760h_g_cm3
1.500000000000000000e+00,6.978820692893350497e-06,4.441980798524393867e-06,2.611639219253095752e-06,1.505285753654990991e-06,6.810030346604295948e-07,2.675518146235722615e-07,1.070948190023916759e-07,4.340928510712410132e-08,1.783693048435644184e-08,7.429902298512710714e-09,3.133521189572660585e-09,1.335940900364397583e-09,5.749309803232746128e-10,2.494562976940268794e-10,1.090230451961980861e-10,4.796534269993790330e-11,2.124329259662106730e-11,9.483852209805004658e-12,4.289554407432129097e-12,2.048329181210341525e-12,1.157063971671736409e-12,7.815942188849882793e-13,6.273847018908282369e-13,5.897773193463641065e-13,6.220340027473284514e-13
1.550000000000000044e+00,6.978820692893350497e-06,4.439915616366027018e-06,2.609352509501487919e-06,1.503152828903944507e-06,6.790342350926326576e-07,2.672877640451154581e-07,1.070013706822624456e-07,4.336900608684465162e-08,1.781993722241137005e-08,7.422881011873810241e-09,3.130624023541514866e-09,1.334729716193485422e-09,5.744177340856919461e-10,2.492358064367906861e-10,1.089276386147115164e-10,4.792391841005549299e-11,2.122549160377733882e-11,9.476613470113818205e-12,4.287168700049812847e-12,2.048359385980540723e-12,1.158440972163659493e-12,7.840693423120296423e-13,6.308622845511402009e-13,5.942493988577371583e-13,6.275691319890320823e-13
1.600000000000000089e+00,6.978820692893350497e-06,4.437783006890847073e-06,2.607017792734350399e-06,1.500957638779877604e-06,6.770484345019469350e-07,2.670198902643616723e-07,1.069062835621265718e-07,4.332802509424546561e-08,1.780266094185421744e-08,7.415742558746258584e-09,3.127678575251238388e-09,1.333498717664146053e-09,5.738961353972646579e-10,2.490117235349502076e-10,1.088306756721381785e-10,4.788182248609023004e-11,2.120739612956426516e-11,9.469254369189095745e-12,4.284741985076977670e-12,2.048391037898834050e-12,1.159841554935321547e-12,7.865860820643659201e-13,6.343977853359517687e-13,5.987967000264328700e-13,6.331984614011546637e-13
1.650000000000000133e+00,6.978820692893350497e-06,4.435166162770843369e-06,2.604343975864569658e-06,1.498280781545332273e-06,6.749894106148532904e-07,2.667256071763638594e-07,1.067994515773551902e-07,4.328199991737633334e-08,1.778328038747658267e-08,7.407759328251116620e-09,3.124384327086263710e-09,1.332123648699323909e-09,5.733135396589257329e-10,2.487614317684752761e-10,1.087224141491122540e-10,4.783487424699785030e-11,2.118725599639336898e-11,9.461053290971693025e-12,4.282053362725157348e-12,2.048461562315932554e-12,1.161441800377892269e-12,7.894337428393687987e-13,6.383837957478423411e-13,6.039196449247924727e-13,6.395383557734656914e-13
1.700000000000000178e+00,6.978820692893350497e-06,4.432216012405532011e-06,2.601476602016500659e-06,1.495214603793905586e-06,6.729619831480064135e-07,2.664191118656480089e-07,1.066859634149857580e-07,4.323308782972555482e-08,1.776272640543883539e-08,7.399294205061889665e-09,3.120893418762222543e-09,1.330666024567455565e-09,5.726961117152783603e-10,2.484964885963255251e-10,1.086077631469151687e-10,4.778516023674331923e-11,2.116594402078668131e-11,9.452415476006119447e-12,4.279255989866777990e-12,2.048585823972453737e-12,1.163196529866127187e-12,7.925136381132263912e-13,6.426730461773155310e-13,6.094203691648873734e-13,6.463366958338872389e-13
1.750000000000000000e+00,6.978820692893350497e-06,4.429199578350587612e-06,2.598570736028378281e-06,1.492071002949837893e-06,6.709408391737208698e-07,2.661101879440322838e-07,1.065711515570172574e-07,4.318360163012537213e-08,1.774193906709311718e-08,7.390733249207598173e-09,3.117363401177163134e-09,1.329191982918222444e-09,5.720717567874585473e-10,2.482286317397185380e-10,1.084918414866963492e-10,4.773489620523990678e-11,2.114439900412119201e-11,9.443690808413345875e-12,4.276436990096434094e-12,2.048720772204908062e-12,1.164981981168549248e-12,7.956397172185021263e-13,6.470226011090065504e-13,6.149962213360950064e-13,6.532262057182515734e-13
1.800000000000000044e+00,6.978820692893350497e-06,4.425995040764027386e-06,2.595577981144599364e-06,1.488746000572103029e-06,6.689531713223680670e-07,2.657971957696468529e-07,1.064536016002894605e-07,4.313297716817738826e-08,1.772068337177737702e-08,7.381990194530721210e-09,3.113758506207527014e-09,1.327686879552443332e-09,5.714341881097660646e-10,2.479551016382443132e-10,1.083734988818523908e-10,4.768356956088515189e-11,2.112240031558232490e-11,9.434784847644053386e-12,4.273561476514173762e-12,2.048863039738739238e-12,1.166816882524656533e-12,7.988418968344088190e-13,6.514730020886895763e-13,6.207016005988404795e-13,6.602779126946706728e-13
1.850000000000000089e+00,6.978820692893350497e-06,4.422625045078536812e-06,2.592508797756953742e-06,1.485261435252378090e-06,6.669949494660606340e-07,2.654806251118409164e-07,1.063336431793956819e-07,4.308135147715872259e-08,1.769901570411208215e-08,7.373086963568242432e-09,3.110087748201728442e-09,1.326154453932131863e-09,5.707849964608570939e-10,2.476765812832514848e-10,1.082530267853830370e-10,4.763130822965466437e-11,2.110000257187919218e-11,9.425719419245003999e-12,4.270636252712211251e-12,2.049011745416931672e-12,1.168695280734886764e-12,8.021110153626706373e-13,6.560121084490847534e-13,6.265209134286046099e-13,6.674722901583089715e-13
1.900000000000000133e+00,6.978820692893350497e-06,4.419255049393046238e-06,2.589439614369308120e-06,1.481776869932653151e-06,6.650367276097530952e-07,2.651640544540350329e-07,1.062136847585018768e-07,4.302972578614007015e-08,1.767734803644678728e-08,7.364183732605765309e-09,3.106416990195930284e-09,1.324622028311820393e-09,5.701358048119484334e-10,2.473980609282586564e-10,1.081325546889136573e-10,4.757904689842417684e-11,2.107760482817606915e-11,9.416653990845952996e-12,4.267711028910250356e-12,2.049160451095124509e-12,1.170573678945116995e-12,8.053801338909326577e-13,6.605512148094800315e-13,6.323402262583687403e-13,6.746666676219472702e-13
1.950000000000000178e+00,6.978820692893350497e-06,4.415885053707554817e-06,2.586370430981662074e-06,1.478292304612928212e-06,6.630785057534455563e-07,2.648474837962290436e-07,1.060937263376080849e-07,4.297810009512141109e-08,1.765568036878148910e-08,7.355280501643287358e-09,3.102746232190132126e-09,1.323089602691508923e-09,5.694866131630394627e-10,2.471195405732658281e-10,1.080120825924443035e-10,4.752678556719368931e-11,2.105520708447293966e-11,9.407588562446901994e-12,4.264785805108288653e-12,2.049309156773316538e-12,1.172452077155347024e-12,8.086492524191944761e-13,6.650903211698752086e-13,6.381595390881328706e-13,6.818610450855853670e-13
2.000000000000000000e+00,6.978820692893350497e-06,4.412716197908356762e-06,2.583404835529379050e-06,1.474957368489551376e-06,6.610996058391867292e-07,2.645364438594893338e-07,1.059769989426752781e-07,4.292785204224160401e-08,1.763456900418931611e-08,7.346600792063018896e-09,3.099166541496924408e-09,1.321595193193357579e-09,5.688533407979062201e-10,2.468479584561632793e-10,1.078945677010739505e-10,4.747579656226971113e-11,2.103335158720772609e-11,9.398735697589144883e-12,4.261919222721747932e-12,2.049436018599702457e-12,1.174260059057202924e-12,8.118123084567285171e-13,6.694891570448468832e-13,6.438016434465748466e-13,6.888370634381329187e-13
2.050000000000000266e+00,6.978820692893350497e-06,4.409527364270613937e-06,2.580427211443110490e-06,1.471616744465521459e-06,6.591193602098976195e-07,2.642243262699219665e-07,1.058597852975916958e-07,4.287739083843348428e-08,1.761337094656596821e-08,7.337885578072940837e-09,3.095572370109870165e-09,1.320094655606498641e-09,5.682174865275604269e-10,2.465752929443802012e-10,1.077765767816977918e-10,4.742460243747840675e-11,2.101141164965246073e-11,9.389847268503930185e-12,4.259040803570208916e-12,2.049563153017569621e-12,1.176074799012320297e-12,8.149866736961235842e-13,6.739034689133608698e-13,6.494636323533425314e-13,6.958377345237569992e-13
2.100000000000000089e+00,6.978820692893350497e-06,4.405452613971591208e-06,2.576953689247950358e-06,1.467611286245012542e-06,6.571566079347036796e-07,2.638788604708991245e-07,1.057255607862824955e-07,4.281962493688902285e-08,1.758920264439936070e-08,7.327966685955281003e-09,3.091486727715516732e-09,1.318388253085628628e-09,5.674950045486295993e-10,2.462654250548279175e-10,1.076425398376019134e-10,4.736649301872164198e-11,2.098654086276623548e-11,9.379785956089194806e-12,4.255813524849842720e-12,2.049766574301905305e-12,1.178213096592539182e-12,8.186661398660415708e-13,6.789943103618690631e-13,6.559848616892158578e-13,7.038988410008023258e-13
2.149999999999999911e+00,6.978820692893351344e-06,4.400678221459186455e-06,2.573056795599139921e-06,1.462811685877644432e-06,6.551686565834569452e-07,2.635023648771742933e-07,1.055764259920363835e-07,4.275546418094684132e-08,1.756241983761384485e-08,7.316985372036953178e-09,3.086964863030303379e-09,1.316500030864487784e-09,5.666953103125333525e-10,2.459226563556194701e-10,1.074942501809304233e-10,4.730223195612848906e-11,2.095904916965947556e-11,9.368698431181850049e-12,4.252297184418457331e-12,2.050057907444734818e-12,1.180658731643544520e-12,8.228226230081006400e-13,6.847215518686254604e-13,6.633100116364492243e-13,7.129461325084942072e-13
2.200000000000000178e+00,6.978820692893350497e-06,4.396084294800093055e-06,2.569284908673562298e-06,1.458210809921773443e-06,6.532266722852880335e-07,2.631367481313641906e-07,1.054319759895675382e-07,4.269329792782905361e-08,1.753646417752034585e-08,7.306342530326477973e-09,3.082581642541776907e-09,1.314669889557561249e-09,5.659201639073193884e-10,2.455903978447358328e-10,1.073505177609403291e-10,4.723994399252092031e-11,2.093241490711429011e-11,9.357957363524264809e-12,4.248894523633608164e-12,2.050345281927833259e-12,1.183032339182952266e-12,8.268567600585831084e-13,6.902794321664802102e-13,6.704169201236906475e-13,7.217216791801399953e-13
2.250000000000000000e+00,6.978820692893350497e-06,4.391490368140998808e-06,2.565513021747984675e-06,1.453609933965902454e-06,6.512846879871191218e-07,2.627711313855540878e-07,1.052875259870986929e-07,4.263113167471125929e-08,1.751050851742685016e-08,7.295699688616002767e-09,3.078198422053250435e-09,1.312839748250634921e-09,5.651450175021054243e-10,2.452581393338521437e-10,1.072067853409502608e-10,4.717765602891336448e-11,2.090578064456910467e-11,9.347216295866682800e-12,4.245491862848759806e-12,2.050632656410931296e-12,1.185405946722360012e-12,8.308908971090655768e-13,6.958373124643347580e-13,6.775238286109318688e-13,7.304972258517857834e-13
2.300000000000000266e+00,6.978820692893350497e-06,4.386896441481905408e-06,2.561741134822407052e-06,1.449009058010031676e-06,6.493427036889499983e-07,2.624055146397439851e-07,1.051430759846298476e-07,4.256896542159347158e-08,1.748455285733335447e-08,7.285056846905528388e-09,3.073815201564724791e-09,1.311009606943708386e-09,5.643698710968915636e-10,2.449258808229685063e-10,1.070630529209601666e-10,4.711536806530580219e-11,2.087914638202391600e-11,9.336475228209099175e-12,4.242089202063911447e-12,2.050920030894029737e-12,1.187779554261767960e-12,8.349250341595480451e-13,7.013951927621895079e-13,6.846307370981732921e-13,7.392727725234316724e-13
2.350000000000000089e+00,6.978820692893350497e-06,4.381657810688315032e-06,2.557676775228336595e-06,1.444004433544818739e-06,6.474759426968719209e-07,2.620232964291279129e-07,1.049887245457860826e-07,4.250263318859490885e-08,1.745692364726059459e-08,7.273741539535433018e-09,3.069156545998717598e-09,1.309065451141326548e-09,5.635463826980711352e-10,2.445730013918620122e-10,1.069104216792780563e-10,4.704923997188570372e-11,2.085090010581879273e-11,9.325102144156972199e-12,4.238515727905674611e-12,2.051279484929004543e-12,1.190374689251355206e-12,8.392812546100403736e-13,7.073768306268182110e-13,6.922721789788167804e-13,7.487073930834912016e-13
2.400000000000000355e+00,6.978820692893350497e-06,4.375720037488544925e-06,2.553277007120409862e-06,1.438690620004363225e-06,6.456721652440002838e-07,2.616208011344330523e-07,1.048226969122280879e-07,4.243133614569981062e-08,1.742729737412942671e-08,7.261625135298214965e-09,3.064171477003948258e-09,1.306984988766452299e-09,5.626654775996890648e-10,2.441954697913519911e-10,1.067471483421971114e-10,4.697853295110168527e-11,2.082070933263560453e-11,9.312974709694821267e-12,4.234737189703465546e-12,2.051725069716656637e-12,1.193229090731093523e-12,8.440193101481353632e-13,7.138610697888483367e-13,7.005469819645646502e-13,7.589218254396674020e-13
2.450000000000000178e+00,6.978820692893350497e-06,4.369982916007009147e-06,2.548973402903319074e-06,1.433430025615699226e-06,6.438444019597724007e-07,2.612239975663601622e-07,1.046598951293255745e-07,4.236140274246909933e-08,1.739821515454537693e-08,7.249724447157166594e-09,3.059274953210811821e-09,1.304941086656662874e-09,5.617999120094136923e-10,2.438245623393601274e-10,1.065867417123023277e-10,4.690906237981614462e-11,2.079105091930553849e-11,9.301056646783154816e-12,4.231019589729015515e-12,2.052151707510787509e-12,1.196016681543059115e-12,8.486574041406205311e-13,7.202124551738961054e-13,7.086525252785007243e-13,7.689258296622194965e-13
2.500000000000000000e+00,6.978820692893350497e-06,4.364245794525474216e-06,2.544669798686227862e-06,1.428169431227035227e-06,6.420166386755443059e-07,2.608271939982872721e-07,1.044970933464230610e-07,4.229146933923840128e-08,1.736913293496132384e-08,7.237823759016117395e-09,3.054378429417676211e-09,1.302897184546873656e-09,5.609343464191382165e-10,2.434536548873682638e-10,1.064263350824075569e-10,4.683959180853060397e-11,2.076139250597547568e-11,9.289138583871488365e-12,4.227301989754565484e-12,2.052578345304917977e-12,1.198804272355024303e-12,8.532954981331056990e-13,7.265638405589438742e-13,7.167580685924367984e-13,7.789298338847714900e-13
2.550000000000000266e+00,6.978820692893349650e-06,4.358508673043937591e-06,2.540366194469137073e-06,1.422908836838371228e-06,6.401888753913164228e-07,2.604303904302143820e-07,1.043342915635205211e-07,4.222153593600769661e-08,1.734005071537727075e-08,7.225923070875068197e-09,3.049481905624539774e-09,1.300853282437084025e-09,5.600687808288627406e-10,2.430827474353764001e-10,1.062659284525127603e-10,4.677012123724505686e-11,2.073173409264540641e-11,9.277220520959823529e-12,4.223584389780114646e-12,2.053004983099048849e-12,1.201591863166989693e-12,8.579335921255907659e-13,7.329152259439917440e-13,7.248636119063729735e-13,7.889338381073235845e-13
2.600000000000000089e+00,6.978820692893350497e-06,4.352540331897313795e-06,2.535973397603016206e-06,1.417676253231094662e-06,6.384207100732620534e-07,2.600300914910214449e-07,1.041686324344859868e-07,4.215040098134402226e-08,1.731049856787242837e-08,7.213838502131121575e-09,3.044509415938544191e-09,1.298778357100438791e-09,5.591900534173976716e-10,2.427063482973574907e-10,1.061031457956232718e-10,4.669964432810204846e-11,2.070164969145549183e-11,9.265154454761183853e-12,4.219850778653742877e-12,2.053483867132083454e-12,1.204479254675090026e-12,8.627056673606289824e-13,7.394354603372594810e-13,7.331765932057981221e-13,7.991894168084640403e-13
2.650000000000000355e+00,6.978820692893351344e-06,4.346352774972043585e-06,2.531496038569577622e-06,1.412470226211251520e-06,6.367090486626727085e-07,2.596264786446768143e-07,1.040002642998962729e-07,4.207812685440076586e-08,1.728050088899367944e-08,7.201579599039241856e-09,3.039464904167629655e-09,1.296674019123529090e-09,5.582988474873800260e-10,2.423247425769830411e-10,1.059381104643882230e-10,4.662821332564295843e-11,2.067116141778199507e-11,9.252948068941440173e-12,4.216101987602538200e-12,2.054012285013970220e-12,1.207461265675455604e-12,8.676047681339090590e-13,7.461157778566575826e-13,7.416862432422528673e-13,8.096835093712590530e-13
2.700000000000000178e+00,6.978820692893351344e-06,4.339838607079395268e-06,2.526960674771281918e-06,1.407237875674683462e-06,6.351024744467556072e-07,2.592220951310917859e-07,1.038297131020521327e-07,4.200502600452846936e-08,1.725022404132007130e-08,7.189217435241972627e-09,3.034378305523953382e-09,1.294551365967716967e-09,5.574002168689135588e-10,2.419394682627379694e-10,1.057716354097304042e-10,4.655618049726779086e-11,2.064045927119030364e-11,9.240660601820802516e-12,4.212347899237375744e-12,2.054589851678978277e-12,1.210516898619765343e-12,8.725921401746313015e-13,7.529039526828122998e-13,7.503309943327415348e-13,8.203447267758499621e-13
2.750000000000000000e+00,6.978820692893350497e-06,4.333205808014172736e-06,2.522404242564520901e-06,1.401995963947686244e-06,6.335340698527179934e-07,2.588174316968441416e-07,1.036583689750673761e-07,4.193162487352582881e-08,1.721984579435254198e-08,7.176817765237673710e-09,3.029276420146013801e-09,1.292422060398586951e-09,5.564988894656336824e-10,2.415528614470277118e-10,1.056046374207718598e-10,4.648392907453650551e-11,2.060967944198045283e-11,9.228343684464991073e-12,4.208591886789346257e-12,2.055185270095319344e-12,1.213599272422189752e-12,8.776115739799826385e-13,7.597313032870311514e-13,7.590248166365603869e-13,8.310666470285655910e-13
2.800000000000000266e+00,6.978820692893349650e-06,4.325843207366356866e-06,2.517546171085583701e-06,1.396901118571225415e-06,6.320393564316706284e-07,2.583922302002060995e-07,1.034758153134860304e-07,4.185346807722406122e-08,1.718756260103958834e-08,7.163645587437407046e-09,3.023858010993573334e-09,1.290159901410233124e-09,5.555408763900293494e-10,2.411421498736263647e-10,1.054271904607057106e-10,4.640715370413646482e-11,2.057696201324219139e-11,9.215279551884145003e-12,4.204636224536160881e-12,2.055868982727667915e-12,1.216944392958008465e-12,8.830144364399555522e-13,7.670621257421931360e-13,7.683528597233511684e-13,8.425713438786516083e-13
2.850000000000000089e+00,6.978820692893350497e-06,4.318212437244700743e-06,2.512550086683150154e-06,1.391892471617993407e-06,6.305643856197702235e-07,2.579581227832426101e-07,1.032884390895011896e-07,4.177325469129595531e-08,1.715444222220947978e-08,7.150136024558530664e-09,3.018302639903981685e-09,1.287840531743019326e-09,5.545587557338282471e-10,2.407211281000483241e-10,1.052452502776240534e-10,4.632842214706740425e-11,2.054343893263964116e-11,9.201915264929097985e-12,4.200621681715242938e-12,2.056617821667475238e-12,1.220433975302669701e-12,8.886236488461845153e-13,7.746600489177471400e-13,7.780128458839469124e-13,8.544797605466500151e-13
2.900000000000000355e+00,6.978820692893349650e-06,4.310581895976545068e-06,2.507554105375862604e-06,1.386883888723800463e-06,6.290894160294350066e-07,2.575240239150991131e-07,1.031010668341956657e-07,4.169304297083669400e-08,1.712132251520112143e-08,7.136626734954784682e-09,3.012747381853652067e-09,1.285521209030207800e-09,5.535766550634033463e-10,2.403001148480144370e-10,1.050633137812507013e-10,4.624969217357310965e-11,2.050991653862039951e-11,9.188551255538890213e-12,4.196607229819749836e-12,2.057366652282941581e-12,1.223923494420524092e-12,8.942327596465955402e-13,7.822578332916694639e-13,7.876726532173773860e-13,8.663879530505386358e-13
2.950000000000000178e+00,6.978820692893350497e-06,4.302951354708391086e-06,2.502558124068575901e-06,1.381875305829607520e-06,6.276144464390998955e-07,2.570899250469556160e-07,1.029136945788901683e-07,4.161283125037743931e-08,1.708820280819276638e-08,7.123117445351038700e-09,3.007192123803323276e-09,1.283201886317397100e-09,5.525945543929785489e-10,2.398791015959807049e-10,1.048813772848773879e-10,4.617096220007882152e-11,2.047639414460116110e-11,9.175187246148684057e-12,4.192592777924258350e-12,2.058115482898408731e-12,1.227413013538378887e-12,8.998418704470067671e-13,7.898556176655917878e-13,7.973324605508078596e-13,8.782961455544270546e-13
3.000000000000000000e+00,6.978820692893350497e-06,4.294551075586221352e-06,2.497297629020891621e-06,1.377060571119923061e-06,6.262171128668491352e-07,2.566353846339712175e-07,1.027154870629802844e-07,4.152810062148432433e-08,1.705329359696452329e-08,7.108889091822132194e-09,3.001340792467596712e-09,1.280759012381832417e-09,5.515600465365153880e-10,2.394356626936953162e-10,1.046897709890703522e-10,4.608807717196664310e-11,2.044112310428957591e-11,9.161165148079211752e-12,4.188430759600214755e-12,2.058992485727246244e-12,1.231191657126954908e-12,9.058612091706426979e-13,7.979846521917666528e-13,8.076569926288227118e-13,8.910207194448547214e-13
3.050000000000000266e+00,6.978820692893350497e-06,4.284895715581093469e-06,2.491614040407936678e-06,1.372570396423358047e-06,6.249547368747316347e-07,2.561482770663444618e-07,1.024998675917143126e-07,4.143610641313791985e-08,1.701551272865991578e-08,7.093506633258912036e-09,2.995014051721885249e-09,1.278117818073247098e-09,5.504413392755293565e-10,2.389561994798460817e-10,1.044826556447995386e-10,4.599853755856966244e-11,2.040305244966257633e-11,9.146095673964703796e-12,4.184039952856616126e-12,2.060083410136628055e-12,1.235443058145720433e-12,9.125477945986046336e-13,8.069755895129773805e-13,8.190582161768427874e-13,9.050662979505983214e-13
3.100000000000000089e+00,6.978820692893350497e-06,4.275240355575963045e-06,2.485930451794981735e-06,1.368080221726793245e-06,6.236923608826140282e-07,2.556611694987177062e-07,1.022842481204483275e-07,4.134411220479152860e-08,1.697773186035530496e-08,7.078124174695691879e-09,2.988687310976173787e-09,1.275476623764661780e-09,5.493226320145433250e-10,2.384767362659968472e-10,1.042755403005287251e-10,4.590899794517266886e-11,2.036498179503557999e-11,9.131026199850197456e-12,4.179649146113017496e-12,2.061174334546010271e-12,1.239694459164485756e-12,9.192343800265663674e-13,8.159665268341877044e-13,8.304594397248624590e-13,9.191118764563419214e-13
3.150000000000000355e+00,6.978820692893350497e-06,4.265584995570835162e-06,2.480246863182026792e-06,1.363590047030228655e-06,6.224299848904966336e-07,2.551740619310908976e-07,1.020686286491823557e-07,4.125211799644513073e-08,1.693995099205069745e-08,7.062741716132470894e-09,2.982360570230463151e-09,1.272835429456076461e-09,5.482039247535575003e-10,2.379972730521476128e-10,1.040684249562579115e-10,4.581945833177568173e-11,2.032691114040858364e-11,9.115956725735687885e-12,4.175258339369419675e-12,2.062265258955392486e-12,1.243945860183251079e-12,9.259209654545285051e-13,8.249574641553984321e-13,8.418606632728824336e-13,9.331574549620854205e-13
3.200000000000000178e+00,6.978820692893350497e-06,4.255929635565706432e-06,2.474563274569071849e-06,1.359099872333663853e-06,6.211676088983789213e-07,2.546869543634641419e-07,1.018530091779163706e-07,4.116012378809873949e-08,1.690217012374608994e-08,7.047359257569250736e-09,2.976033829484752102e-09,1.270194235147491556e-09,5.470852174925714688e-10,2.375178098382983783e-10,1.038613096119871109e-10,4.572991871837869461e-11,2.028884048578158407e-11,9.100887251621181544e-12,4.170867532625821853e-12,2.063356183364774701e-12,1.248197261202016605e-12,9.326075508824904408e-13,8.339484014766089579e-13,8.532618868209023072e-13,9.472030334678289196e-13
3.250000000000000000e+00,6.978820692893350497e-06,4.246274275560577702e-06,2.468879685956117329e-06,1.354609697637099263e-06,6.199052329062614207e-07,2.541998467958373862e-07,1.016373897066503987e-07,4.106812957975233500e-08,1.686438925544147912e-08,7.031976799006030579e-09,2.969707088739040640e-09,1.267553040838906031e-09,5.459665102315855407e-10,2.370383466244491438e-10,1.036541942677162844e-10,4.564037910498170749e-11,2.025076983115458772e-11,9.085817777506673589e-12,4.166476725882224031e-12,2.064447107774156917e-12,1.252448662220782130e-12,9.392941363104521746e-13,8.429393387978193827e-13,8.646631103689221808e-13,9.612486119735724186e-13
3.300000000000000266e+00,6.978820692893349650e-06,4.236688111822823255e-06,2.463251286472437170e-06,1.350201742282036110e-06,6.186640293670259004e-07,2.537175227279290859e-07,1.014237591870665462e-07,4.097699471962926747e-08,1.682696492883748100e-08,7.016740677040801516e-09,2.963440706825255491e-09,1.264937130785794505e-09,5.448585464163094496e-10,2.365635101232802895e-10,1.034490593187602611e-10,4.555169702573219072e-11,2.021306441459374925e-11,9.070897497941822995e-12,4.162134324871770273e-12,2.065536256887018900e-12,1.256670105685687528e-12,9.459292461534542076e-13,8.518590148385955995e-13,8.759729834233028141e-13,9.751811426175305147e-13
3.350000000000000089e+00,6.978820692893350497e-06,4.227097482053510159e-06,2.457849273194541775e-06,1.346499558487284957e-06,6.176029374831815650e-07,2.532542187595011142e-07,1.012168507919265297e-07,4.088887704032461172e-08,1.679083847868519781e-08,7.002045633669831872e-09,2.957398204212760537e-09,1.262414999484017481e-09,5.437904788259840133e-10,2.361059012886030104e-10,1.032512409321793497e-10,4.546620519242201670e-11,2.017674367595528699e-11,9.056581878661682235e-12,4.158039490431511560e-12,2.066708834321223182e-12,1.260887992487507053e-12,9.524964567187931057e-13,8.606581149050373356e-13,8.871156093640096154e-13,9.889010882296896010e-13
3.400000000000000355e+00,6.978820692893349650e-06,4.213836512740426749e-06,2.450945794212854724e-06,1.342845630572126936e-06,6.165441466948998927e-07,2.526570436861708103e-07,1.009469232089905261e-07,4.077423078942089513e-08,1.674399096588381380e-08,6.983002315337383865e-09,2.949566545990317995e-09,1.259143367425113493e-09,5.424042474242435508e-10,2.355115601525298482e-10,1.029945398734047069e-10,4.535535345542539703e-11,2.012978233155064240e-11,9.038161803365097314e-12,4.152931622105445312e-12,2.068492203499330492e-12,1.266660856988600460e-12,9.613524157704765726e-13,8.724608801932971684e-13,9.020300353684629636e-13,1.007253892869410905e-12
